date,heure,lieu,equipement,type_panne,gravite,priorite,mois,annee
2025-08-13,12H43min,GDR1506,VVF P.Immergée,Pistolet HS,Mineure,Moyenne,2025-08,2025
2025-08-13,17H57min,GDR1510,Duplex GPLc,Electrovanne HS,Critique,Urgente,2025-08,2025
2025-08-13,10H23min,GDR3522,Simplex,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-13,10H39min,GDR1504,Cuve Carburants,Anomalie technique,Critique,Urgente,2025-08,2025
2025-08-13,19H03min,GDR1503,Cuve GPLc,Anomalie technique,Modérée,Urgente,2025-08,2025
2025-08-14,13H26min,GDR1507,Simplex GPLc,Compteur défectueux,Modérée,Urgente,2025-08,2025
2025-08-14,6H10min,GDR1512,MP,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-14,14H28min,GDR1518,Simplex SP 02,Compteur défectueux,Modérée,Moyenne,2025-08,2025
2025-08-14,11H20min,GDR1517,MP,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-14,17H56min,GDR1507,Electricité,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-14,14H41min,GDR1517,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-14,14H26min,GDR1513,MP 01,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-14,7H41min,GDR1507,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-08,2025
2025-08-14,19H38min,GDR3522,MP,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-14,,GDR3522,HSE,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-14,14H13min,GDR1504,MP 01,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-14,10H05min,GDR1505,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-14,8H27min,GDR3522,MP 02,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-14,14H20min,GDR1502,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-14,14H54min,GDR1515,MP 01,Pistolet HS,Mineure,Moyenne,2025-08,2025
2025-08-14,17H48min,CMS,MP 02,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-14,17H20min,GDR3522,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-14,11H26min,GDR1507,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-14,16H34min,GDR1510,Simplex SP,Blocage mécanique,Modérée,Moyenne,2025-08,2025
2025-08-14,13H42min,GDR1506,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-14,16H33min,GDR1513,MP 02,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-14,10H18min,GDR1512,MP 02,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-14,16H29min,GDR1510,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-14,13H44min,GDR1512,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-14,7H19min,GDR1506,Cuve GPLc,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-14,13H39min,GDR1503,R Eau Sanitaire,Panne arrêt total,Mineure,Moyenne,2025-08,2025
2025-08-14,13H46min,GDR1512,MP 01,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-14,,GDR1510,Electricité,Problème électrique,Mineure,Moyenne,2025-08,2025
2025-08-14,15H03min,GDR1513,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-14,19H06min,GDR3522,MP 01,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-14,10H05min,GDR1504,MP,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-14,14H42min,GDR1516,MP 01,Pistolet HS,Mineure,Moyenne,2025-08,2025
2025-08-14,11H15min,GL HAMOUTENE,Simplex GO,Pompe HS,Modérée,Moyenne,2025-08,2025
2025-08-14,,GDR1516,MP 02,Pistolet HS,Modérée,Moyenne,2025-08,2025
2025-08-14,13H02min,GDR1505,Réseau de Refroidissement,Pompe HS,Modérée,Urgente,2025-08,2025
2025-08-14,9H10min,"PVA CHELOUL Achour "" Relais Vert""",Simplex GO,Pistolet HS,Mineure,Basse,2025-08,2025
2025-08-14,13H17min,"PVA CHELOUL Achour "" Relais Vert""",Simplex SP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-14,17H05min,GDR3522,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-14,9H47min,GDR1507,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-14,16H46min,GL HAMOUTENE,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-14,7H48min,GDR1516,MP 01,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-14,11H14min,GDR1513,Electricité,Problème électrique,Mineure,Moyenne,2025-08,2025
2025-08-14,13H58min,GDR1518,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-14,15H42min,GDR3523,Electricité,Problème électrique,Mineure,Moyenne,2025-08,2025
2025-08-14,17H45min,GDR1510,Réseau de Refroidissement,Pompe HS,Modérée,Urgente,2025-08,2025
2025-08-15,8H20min,GDR1518,VVF P.Immergée,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-15,13H36min,GDR1510,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-15,13H29min,PVA OUMIAA,Simplex GO,Tuyauterie défectueuse,Mineure,Moyenne,2025-08,2025
2025-08-15,10H07min,GDR1507,Electricité,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-15,17H06min,GPLc Dépôt 154 Ouad Aissi,Duplex GPLc,Blocage mécanique,Critique,Urgente,2025-08,2025
2025-08-15,19H13min,GDR3522,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-15,15H20min,GDR1517,Duplex GO,Pistolet HS,Modérée,Moyenne,2025-08,2025
2025-08-15,15H04min,GL Dellys Marine,MP,Pistolet HS,Mineure,Moyenne,2025-08,2025
2025-08-15,18H25min,GDR1504,Simplex GO,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-15,10H00min,GDR1505,Simplex GO 01,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-15,7H43min,GDR1513,RIA,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-15,16H44min,GDR1506,HSE,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-15,13H27min,GDR1513,MP 02,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-15,15H05min,GDR3523,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-15,19H50min,GDR3523,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-15,,GDR3523,MP,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-15,8H28min,GDR1504,MP 01,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-16,13H59min,GDR1502,Réseau Mécanique,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-16,7H14min,MGX,MP 02,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-16,8H10min,GDR1513,MP 01,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-16,9H18min,GDR1512,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2025-08,2025
2025-08-16,17H30min,GDR1507,MP,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-16,12H31min,GDR1512,MP,Fuite carburant,Modérée,Urgente,2025-08,2025
2025-08-16,9H07min,GDR3523,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-16,16H55min,GDR1510,Simplex SP,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-16,11H28min,GDR1512,MP 02,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-16,10H44min,GDR1507,Electricité,Eau dans cuve,Modérée,Urgente,2025-08,2025
2025-08-16,11H40min,GDR3523,MP 02,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-16,13H16min,GDR1507,Duplex GO,Pistolet HS,Mineure,Moyenne,2025-08,2025
2025-08-16,17H39min,GDR3523,MP 02,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-16,5H18min,GDR1513,Bâtiments et Pistes,Eau dans cuve,Modérée,Urgente,2025-08,2025
2025-08-16,13H03min,GDR1512,Electricité,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-16,16H03min,GDR3522,Simplex SP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-16,14H26min,GDR1505,Groupe électrogène,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-17,12H01min,GDR1512,Duplex GPLc,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-17,14H32min,GDP1501,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-17,13H56min,GDR1512,RIA,Pompe HS,Modérée,Urgente,2025-08,2025
2025-08-17,13H42min,GDR1513,RIA,Pompe HS,Critique,Urgente,2025-08,2025
2025-08-17,13H50min,GDR1510,Cuve GPLc,Anomalie technique,Critique,Urgente,2025-08,2025
2025-08-17,19H47min,GDR1502,Bâtiments et Pistes,Lampe grillée,Modérée,Urgente,2025-08,2025
2025-08-17,17H32min,GDR1516,VVF P.Immergée,Fuite carburant,Modérée,Urgente,2025-08,2025
2025-08-17,14H26min,GDR1501,Duplex GO,Pistolet HS,Mineure,Moyenne,2025-08,2025
2025-08-17,15H50min,GDR1510,Duplex GO,Eau dans cuve,Modérée,Urgente,2025-08,2025
2025-08-17,6H05min,GDR1513,Cuve GPLc,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-17,18H07min,GDR1503,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-17,16H46min,GDR3522,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-08,2025
2025-08-17,10H59min,GDR1507,VVF P.Immergée,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-17,8H36min,GDR1512,MP,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-17,10H30min,GDR1513,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-17,14H12min,GDR1513,MP 02,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-17,,GDR1509,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-08,2025
2025-08-17,10H42min,GDR1517,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-17,9H37min,GDR1512,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-17,9H07min,GDR1504,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2025-08,2025
2025-08-17,14H09min,GDR1513,TGBT,Problème électrique,Mineure,Moyenne,2025-08,2025
2025-08-17,11H25min,GDR3523,MP,Contrôle débit,Modérée,Urgente,2025-08,2025
2025-08-17,8H36min,GDR3522,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-17,14H20min,GDR1512,Baie de Service,Lampe grillée,Mineure,Moyenne,2025-08,2025
2025-08-17,6H24min,GDR1503,Simplex SP,Pistolet HS,Mineure,Moyenne,2025-08,2025
2025-08-17,18H44min,GDR1505,MP,Contrôle débit,Modérée,Urgente,2025-08,2025
2025-08-17,18H55min,GDR3523,Groupe électrogène,Batterie HS,Modérée,Urgente,2025-08,2025
2025-08-17,11H23min,GDR1507,Cuve GPLc,Pompe HS,Critique,Urgente,2025-08,2025
2025-08-17,16H17min,GDR1516,Trous d'homme,Eau dans cuve,Modérée,Urgente,2025-08,2025
2025-08-17,17H47min,GDR1506,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-17,7H36min,GDR1505,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-17,16H09min,GDR1501,Duplex GO,Eau dans cuve,Modérée,Urgente,2025-08,2025
2025-08-17,14H06min,GDR1504,Cuve Carburants,Blocage mécanique,Critique,Urgente,2025-08,2025
2025-08-17,17H56min,GDR1517,MP,Tuyauterie défectueuse,Mineure,Moyenne,2025-08,2025
2025-08-17,8H15min,GDR1504,"Totem Prix, LOGO et Panneaux lumineux",Eau dans cuve,Modérée,Urgente,2025-08,2025
2025-08-17,6H28min,GDR3523,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-17,9H32min,PVA OUMIAA,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-17,6H13min,GDR3522,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-18,11H54min,GDR3523,MP,Pistolet HS,Modérée,Moyenne,2025-08,2025
2025-08-18,12H07min,GDR1512,Duplex GPLc,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-18,7H38min,GDR1510,Groupe électrogène,Eau dans cuve,Modérée,Moyenne,2025-08,2025
2025-08-18,14H42min,GDR1503,HSE,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-18,14H42min,GDR1507,MP 02,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-18,17H46min,GDR1507,Duplex GPLc,Anomalie technique,Critique,Urgente,2025-08,2025
2025-08-18,18H56min,GDR1504,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-18,19H35min,GDR1504,Simplex GO,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-18,18H27min,GDR1513,VC,Tuyauterie défectueuse,Mineure,Moyenne,2025-08,2025
2025-08-18,17H47min,GDR1507,Duplex GPLc,Pistolet HS,Critique,Urgente,2025-08,2025
2025-08-18,11H19min,GDR1505,MP,Tuyauterie défectueuse,Mineure,Moyenne,2025-08,2025
2025-08-18,6H15min,GDR3523,Simplex GPLc,Anomalie technique,Critique,Urgente,2025-08,2025
2025-08-18,16H21min,GDR1507,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-08,2025
2025-08-18,10H49min,GDR1515,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-08,2025
2025-08-18,6H14min,GDR1504,Duplex GO,Contrôle débit,Mineure,Basse,2025-08,2025
2025-08-18,12H10min,GDR1507,Duplex GPLc,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-18,16H56min,GDR1502,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-18,12H54min,GDR1503,Duplex GPLc,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-18,15H49min,GDR1512,Cuve Carburants,Pompe HS,Critique,Urgente,2025-08,2025
2025-08-18,7H13min,GDR1507,Duplex GPLc,Anomalie technique,Critique,Urgente,2025-08,2025
2025-08-18,13H11min,GDR1512,Simplex SO 01,Tuyauterie défectueuse,Mineure,Moyenne,2025-08,2025
2025-08-18,11H45min,GDR3523,Simplex SP 01,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-18,15H45min,GDR1512,Réseau Mécanique,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-18,15H51min,GDR1517,Station Service,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-18,16H59min,GDR3522,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-08,2025
2025-08-18,9H11min,GDR3522,MPs,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-18,6H39min,GDR1503,Duplex GPLc,Pistolet HS,Modérée,Urgente,2025-08,2025
2025-08-18,,GDR1510,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-18,15H42min,GDR1504,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-08,2025
2025-08-18,6H20min,GDR3522,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-18,11H11min,PVA OUNSLI,Trous d'homme,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-18,19H07min,GDR1504,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-19,17H51min,GDR1515,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-19,9H51min,MGX,TGBT,Compteur défectueux,Mineure,Basse,2025-08,2025
2025-08-19,9H06min,GDR3523,Duplex GPLc,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-19,6H40min,GDR1503,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-19,17H49min,GDR1506,Groupe électrogène,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-19,11H14min,GDR1510,Simplex GO,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-19,12H37min,GDR1510,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-19,12H28min,GL HAMOUTENE,Duplex GO,Pistolet HS,Mineure,Moyenne,2025-08,2025
2025-08-19,18H45min,GDR1512,MP 02,Fuite carburant,Modérée,Urgente,2025-08,2025
2025-08-19,6H36min,GDR1502,Duplex GO,Anomalie technique,Mineure,Basse,2025-08,2025
2025-08-19,11H57min,GDR3522,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-19,,GL ABDENOURI,Duplex GO,Pistolet HS,Mineure,Basse,2025-08,2025
2025-08-19,10H14min,GDR1505,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-19,,GDR1502,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-19,5H18min,GDR1510,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2025-08,2025
2025-08-19,,GDR1518,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-08,2025
2025-08-19,10H22min,GDR3522,VVF P.Immergée,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-19,8H31min,GL Dellys Marine,Stabilisateur,Anomalie technique,Mineure,Basse,2025-08,2025
2025-08-19,20H32min,GDR1515,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-19,12H07min,GDR1513,VVF P.Immergée,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-19,14H45min,GDR1513,MP,Pistolet HS,Mineure,Moyenne,2025-08,2025
2025-08-19,19H17min,GDR1505,MP,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-19,13H54min,GL Dellys Marine,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-19,11H40min,GL HAMOUTENE,Electricité,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-19,12H19min,GDR1510,Station Service,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-19,7H48min,GDR3523,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-19,15H54min,GDR1504,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-19,5H28min,MGX,MP,Anomalie technique,Mineure,Basse,2025-08,2025
2025-08-19,14H27min,GDR1505,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2025-08,2025
2025-08-19,16H53min,GDR1512,Duplex GPLc,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-19,10H57min,GDR1503,Cuve Carburants,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-19,6H48min,GDR1503,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-19,13H05min,GDR1510,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-19,13H46min,GDR1502,Simplex SP,Panne arrêt total,Modérée,Moyenne,2025-08,2025
2025-08-19,10H18min,PVA SARL TADMAIT,Bâtiments et Pistes,Lampe grillée,Mineure,Basse,2025-08,2025
2025-08-19,,GDR1516,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-19,9H33min,GDR1512,Duplex GO,Pistolet HS,Modérée,Moyenne,2025-08,2025
2025-08-20,,GDR1513,Simplex GO,Pistolet HS,Modérée,Moyenne,2025-08,2025
2025-08-20,19H31min,GDR1510,MP 02,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-20,12H16min,GDR1506,MP 02,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-20,8H12min,GDR1513,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-20,13H57min,GDR1510,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-20,17H40min,GDR3523,Duplex GO,Eau dans cuve,Modérée,Urgente,2025-08,2025
2025-08-20,8H58min,GDR1515,V.Compteurs,Tuyauterie défectueuse,Modérée,Moyenne,2025-08,2025
2025-08-20,13H38min,GDR1507,Station Service,Eau dans cuve,Modérée,Urgente,2025-08,2025
2025-08-20,12H23min,GDr1515,Duplex GO,Tuyauterie défectueuse,Mineure,Moyenne,2025-08,2025
2025-08-20,17H47min,GDR1505,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-20,,GDR1507,Groupe électrogène,Fuite carburant,Modérée,Moyenne,2025-08,2025
2025-08-20,20H11min,GDR1517,TGBT,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-20,15H41min,GDR3522,Station Service,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-20,16H43min,GDR1510,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-20,10H45min,GDR1510,MP 01,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-20,9H55min,GDR1504,MP,Pistolet HS,Modérée,Moyenne,2025-08,2025
2025-08-20,10H56min,PVA AIT ABD SELLAM,Groupe électrogène,Fuite carburant,Modérée,Moyenne,2025-08,2025
2025-08-20,18H48min,GDR1505,MP 01,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-20,,GDR1507,Trous d'homme,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-20,14H13min,GDR1516,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-20,13H00min,GDR1505,Electricité,Problème électrique,Mineure,Moyenne,2025-08,2025
2025-08-20,12H39min,GDR1512,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-20,7H42min,GDR1503,MP 01,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-20,11H23min,GDR1513,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-20,10H14min,GDR1513,VC,Tuyauterie défectueuse,Mineure,Moyenne,2025-08,2025
2025-08-20,18H48min,GDR3523,Simplex GO,Eau dans cuve,Modérée,Urgente,2025-08,2025
2025-08-20,9H20min,GDR1513,MP,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-20,14H02min,GDR1513,Réseau Mécanique,Tuyauterie défectueuse,Mineure,Moyenne,2025-08,2025
2025-08-20,15H51min,AGENCE BEJAIA,Duplex GPLc,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-20,7H23min,GDR1513,VC,Tuyauterie défectueuse,Mineure,Moyenne,2025-08,2025
2025-08-20,17H39min,GDR1504,Cuve GPLc,Pistolet HS,Modérée,Urgente,2025-08,2025
2025-08-20,6H19min,GDR3522,Duplex GO,Contrôle débit,Mineure,Basse,2025-08,2025
2025-08-20,10H51min,GDR3522,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-20,12H27min,GDR1518,Duplex GPLc,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-20,12H06min,GDR3522,MP 01,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-20,19H50min,GDR1516,Pompe a eau,Pompe HS,Critique,Urgente,2025-08,2025
2025-08-20,14H43min,GDR1512,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-20,9H23min,Centre  LP 215G,Duplex GO,Tuyauterie défectueuse,Mineure,Basse,2025-08,2025
2025-08-20,19H46min,GDR1518,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-20,17H09min,GDR1504,Baie de Service,Problème électrique,Mineure,Moyenne,2025-08,2025
2025-08-20,5H44min,GDR1512,Duplex GO,Contrôle débit,Mineure,Basse,2025-08,2025
2025-08-20,7H36min,GDR1506,MP 02,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-20,12H20min,GDR1512,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-20,13H27min,GDR1510,Electricité,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-20,20H26min,GDR1507,MP 02,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-20,12H37min,GDR3523,MP 02,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-20,11H50min,GL SAADI,Electricité,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-20,13H36min,GDR1505,Réseau Mécanique,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-20,12H21min,GL HAMOUTENE,MP 01,Pistolet HS,Mineure,Moyenne,2025-08,2025
2025-08-20,9H06min,PVA BOUDAOUD,Duplex GPLc,Pistolet HS,Modérée,Urgente,2025-08,2025
2025-08-20,12H26min,GDR1506,Baie de Service,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-21,13H46min,GDR1502,MP,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-21,11H18min,GL HAMOUTENE,Duplex GO,Pistolet HS,Mineure,Moyenne,2025-08,2025
2025-08-21,10H50min,GDR1513,RIA,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-21,9H19min,SIEGE,MP,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-21,15H05min,GDR1502,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-21,10H58min,GDR1512,MP 01,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-21,14H38min,GDR1512,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-21,14H47min,GDR1503,MP,Pistolet HS,Modérée,Moyenne,2025-08,2025
2025-08-21,10H47min,GDR1513,MP,Eau dans cuve,Modérée,Moyenne,2025-08,2025
2025-08-21,17H02min,GDR1509,MP,Pistolet HS,Mineure,Moyenne,2025-08,2025
2025-08-21,15H33min,GDR3522,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-21,16H03min,GDR1513,Réseau Mécanique,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-21,14H18min,GDR1504,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-21,16H42min,GDR1512,Duplex GPLc,Eau dans cuve,Critique,Urgente,2025-08,2025
2025-08-21,8H46min,GDR1506,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2025-08,2025
2025-08-21,8H56min,GDP1501,Bâtiments et Pistes,Anomalie technique,Mineure,Basse,2025-08,2025
2025-08-21,13H46min,GDR1513,Duplex GO,Fuite carburant,Critique,Urgente,2025-08,2025
2025-08-21,16H39min,GDR1517,MP,Anomalie technique,Modérée,Moyenne,2025-08,2025
2025-08-21,10H47min,GDR1515,Simplex SP,Contrôle débit,Modérée,Moyenne,2025-08,2025
2025-08-21,14H54min,GDR1517,Simplex SP,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-21,11H10min,GDR2322,Duplex GPLc,Pistolet HS,Modérée,Urgente,2025-08,2025
2025-08-21,11H54min,GDR1504,MP 02,Contrôle débit,Mineure,Moyenne,2025-08,2025
2025-08-21,13H33min,GDR1510,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-21,8H14min,GDR1502,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-08,2025
2025-08-21,13H57min,GDR1502,MP,Anomalie technique,Mineure,Moyenne,2025-08,2025
